data,vazao,nivel,chuva,Interpolado chuva
2015-06-30,6.4,683.0,0.08512219272760935,Sim
2015-07-01,,,0.0,Não
2015-07-02,,,0.0,Sim
2015-07-03,,,0.09851199346570991,Sim
2015-07-04,,,0.0017443105398415074,Sim
2015-07-05,,,0.17519203763139196,Sim
2015-07-06,,,0.0,Sim
2015-07-07,,,0.03176221462455506,Sim
2015-07-08,,,0.0039155135938817075,Sim
2015-07-09,,,0.0023917440189787616,Sim
2015-07-10,,,0.004026003417297493,Sim
2015-07-11,,,0.005355603363541066,Sim
2015-07-12,,,0.0043493804960009815,Sim
2015-07-13,,,0.007920427296280388,Sim
2015-07-14,,,0.00299973230353995,Sim
2015-07-15,,,0.0076691566969396665,Sim
2015-07-16,,,0.00043433108429114225,Sim
2015-07-17,,,0.006912627675818527,Sim
2015-07-18,,,0.005562863952549053,Sim
2015-07-19,,,0.0,Sim
2015-07-20,,,0.009482482783394534,Sim
2015-07-21,,,0.005716542655751204,Sim
2015-07-22,,,0.02525875739024027,Sim
2015-07-23,,,0.07268929587229665,Sim
2015-07-24,,,0.6369366887295725,Sim
2015-07-25,,,0.0050863354458192895,Sim
2015-07-26,,,0.005601666631024462,Sim
2015-07-27,,,1.2065936370974586,Sim
2015-07-28,1.7958333333333334,594.6666666666666,0.0,Não
2015-07-29,5.570833333333333,669.0416666666666,0.0,Não
2015-07-30,3.8,647.125,0.0,Não
2015-07-31,4.170833333333333,651.4583333333334,0.0,Não
2015-08-01,4.941666666666666,661.375,0.0,Não
2015-08-02,3.433333333333333,642.25,0.0,Não
2015-08-03,4.058333333333333,650.25,0.0,Não
2015-08-04,3.433333333333333,642.25,0.0,Não
2015-08-05,3.433333333333333,642.25,0.0,Não
2015-08-06,3.433333333333333,642.25,0.0,Não
2015-08-07,4.058333333333333,650.25,0.0,Não
2015-08-08,3.433333333333333,642.25,0.0,Não
2015-08-09,3.433333333333333,642.25,0.0,Não
2015-08-10,3.433333333333333,642.25,0.0,Não
2015-08-11,4.941666666666666,661.375,0.0,Não
2015-08-12,3.433333333333333,642.25,0.0,Não
2015-08-13,4.058333333333333,650.25,0.0,Não
2015-08-14,3.433333333333333,642.25,0.0,Não
2015-08-15,4.941666666666666,661.375,0.0,Não
2015-08-16,3.433333333333333,642.25,0.0,Não
2015-08-17,4.058333333333333,650.25,0.0,Não
2015-08-18,3.433333333333333,642.25,0.0,Não
2015-08-19,,,0.0,Não
2015-08-20,,,0.042631235401559046,Sim
2015-08-21,,,0.0,Sim
2015-08-22,,,0.0,Sim
2015-08-23,,,0.0,Sim
2015-08-24,,,0.0164156302039767,Sim
2015-08-25,,,0.008162277948854359,Sim
2015-08-26,,,0.007409766672264537,Sim
2015-08-27,,,0.0,Sim
2015-08-28,,,0.49153638765223834,Sim
2015-08-29,,,0.1588928014678711,Sim
2015-08-30,,,0.0161038643130802,Sim
2015-08-31,,,0.0,Sim
2015-09-01,4.5,663.0,0.0,Não
2015-09-02,4.5,663.0,0.0,Não
2015-09-03,,,0.13133980815582172,Sim
2015-09-04,,,0.05471232579487439,Sim
2015-09-05,,,0.6849178028690363,Sim
2015-09-06,,,1.876228140835372,Sim
2015-09-07,,,10.380990966069998,Sim
2015-09-08,,,8.111293592894357,Sim
2015-09-09,,,7.980549189873573,Sim
2015-09-10,,,1.3202929760012843,Sim
2015-09-11,,,0.20120326563127688,Sim
2015-09-12,,,7.753942669825222,Sim
2015-09-13,,,5.336092051672026,Sim
2015-09-14,11.572727272727272,718.1818181818181,14.410893231717493,Sim
2015-09-15,8.924999999999999,699.4583333333334,14.494587665473835,Sim
2015-09-16,6.875,685.5,0.0,Sim
2015-09-17,6.258333333333333,680.0833333333334,0.0,Sim
2015-09-18,5.433333333333334,672.3333333333334,0.0,Sim
2015-09-19,5.316666666666666,671.0416666666666,0.0,Não
2015-09-20,4.733333333333333,665.3333333333334,0.0,Não
2015-09-21,5.3875,671.7083333333334,0.0,Não
2015-09-22,4.540425531914893,663.4468085106383,0.0,Não
2015-09-23,4.554166666666666,663.5416666666666,0.0,Não
2015-09-24,4.6125,662.6875,0.0,Não
2015-09-25,4.802083333333333,665.4375,0.0,Não
2015-09-26,4.51875,663.1875,0.0,Não
2015-09-27,4.61875,662.1666666666666,0.0,Não
2015-09-28,3.952083333333333,655.2916666666666,0.0,Não
2015-09-29,4.520833333333333,663.1666666666666,0.0,Não
2015-09-30,3.970833333333333,655.625,0.0,Não
2015-10-01,4.233333333333333,659.2291666666666,0.0,Não
2015-10-02,4.077083333333333,657.1041666666666,0.0,Não
2015-10-03,4.10625,657.4375,0.0,Não
2015-10-04,4.364583333333333,659.0416666666666,0.0,Não
2015-10-05,4.289583333333334,659.7083333333334,0.0,Não
2015-10-06,5.25,670.3125,0.0,Não
2015-10-07,5.127083333333333,669.125,0.0,Não
2015-10-08,4.54375,663.4583333333334,0.0,Não
2015-10-09,4.166666666666667,658.3958333333334,0.0,Não
2015-10-10,4.45625,660.1458333333334,0.0,Não
2015-10-11,4.0125,656.3333333333334,0.0,Não
2015-10-12,3.820833333333333,653.6875,0.0,Não
2015-10-13,4.285416666666666,660.0833333333334,0.0,Não
2015-10-14,3.935416666666667,655.2291666666666,0.0,Não
2015-10-15,5.347916666666666,667.0833333333334,0.0,Não
2015-10-16,2.9312500000000004,639.6458333333334,0.0,Não
2015-10-17,3.0125,641.1458333333334,0.0,Não
2015-10-18,3.704347826086957,651.0652173913044,0.0,Não
2015-10-19,3.85,653.2083333333334,0.0,Não
