data;vazao;nivel;chuva;Interpolado chuva;Interpolado vazao
31/12/2001;24,46266516;32,70588235;5,992947648;Sim;Sim
01/01/2002;35,65979742;32,97790055;0,4;Não;Sim
02/01/2002;28,18930535;;0;Não;Sim
03/01/2002;37,68586028;;1,927680356;Sim;Sim
04/01/2002;17,74718271;;2,773714289;Sim;Sim
05/01/2002;14,33788322;;7,888150151;Sim;Sim
06/01/2002;12,40325752;;0,729480332;Sim;Sim
07/01/2002;11,34642847;;0,028770559;Sim;Sim
08/01/2002;10,20092843;;0,815289915;Sim;Sim
09/01/2002;10,08820717;;0,009084745;Sim;Sim
10/01/2002;9,44361367;;0,031796609;Sim;Sim
11/01/2002;9,235536523;;1,204095385;Sim;Sim
12/01/2002;10,42752352;;1,541474562;Sim;Sim
13/01/2002;15,58042958;;4,787088497;Sim;Sim
14/01/2002;13,84781083;;2,286270948;Sim;Sim
15/01/2002;14,46097761;;0,889513826;Sim;Sim
16/01/2002;20,95439841;;7,527036074;Sim;Sim
17/01/2002;14,83195119;;10,34301144;Sim;Sim
18/01/2002;35,65979742;;11,69332405;Sim;Sim
19/01/2002;18,65801967;;24,37973171;Sim;Sim
20/01/2002;14,09230916;;2,81834867;Sim;Sim
21/01/2002;11,23048001;;0,112559874;Sim;Sim
22/01/2002;10,31411071;;0,112559874;Sim;Sim
23/01/2002;9,652997062;;0;Sim;Sim
24/01/2002;9,131958977;;0,634702021;Sim;Sim
25/01/2002;19,05158361;;22,73959244;Sim;Sim
26/01/2002;10,99950516;;6,549429865;Sim;Sim
27/01/2002;15,58042958;;15,04375313;Sim;Sim
28/01/2002;11,46268427;;0,559737691;Sim;Sim
29/01/2002;10,54124367;;0,067668722;Sim;Sim
30/01/2002;10,20092843;;18,47838582;Sim;Sim
31/01/2002;9,652997062;;5,574723224;Sim;Sim
01/02/2002;9,44361367;;0,003463225;Sim;Sim
02/02/2002;9,339421421;;26,45119774;Sim;Sim
03/02/2002;19,99353994;;56,33350088;Sim;Sim
04/02/2002;10,42752352;;5,277306121;Sim;Sim
05/02/2002;9,44361367;;0;Sim;Sim
06/02/2002;11,6960411;;2,601724955;Sim;Sim
07/02/2002;9,652997062;;0,581050652;Sim;Sim
08/02/2002;9,44361367;;0,583823947;Sim;Sim
09/02/2002;9,652997062;;0,372832498;Sim;Sim
10/02/2002;8,823147288;;0;Sim;Sim
11/02/2002;8,415983034;;0;Sim;Sim
12/02/2002;8,214437112;;0;Sim;Sim
13/02/2002;10,99950516;;3,488641736;Sim;Sim
14/02/2002;8,415983034;;0;Sim;Sim
15/02/2002;7,815571355;;0;Sim;Sim
16/02/2002;11,23048001;;3,087970565;Sim;Sim
17/02/2002;9,028688783;;5,55587908;Sim;Sim
18/02/2002;18,65801967;;51,84005318;Sim;Sim
19/02/2002;14,33788322;;13,81232126;Sim;Sim
20/02/2002;12,16636614;;6,073385448;Sim;Sim
21/02/2002;10,31411071;;0,089315839;Sim;Sim
22/02/2002;11,23048001;;3,016428015;Sim;Sim
23/02/2002;12,64130146;;4,835887088;Sim;Sim
24/02/2002;10,42752352;;15,93332376;Sim;Sim
25/02/2002;15,08044509;;27,42492944;Sim;Sim
26/02/2002;11,11483891;;4,660434169;Sim;Sim
27/02/2002;10,54124367;;2,00677929;Sim;Sim
28/02/2002;11,6960411;;4,8511718;Sim;Sim
01/03/2002;9,863609861;;0,029248712;Sim;Sim
02/03/2002;9,028688783;;0;Sim;Sim
03/03/2002;9,028688783;;1,281591971;Sim;Sim
04/03/2002;13,00044201;;7,644584342;Sim;Sim
05/03/2002;18,26637668;;1,637539498;Sim;Sim
06/03/2002;10,08820717;;1,345740919;Sim;Sim
07/03/2002;9,652997062;;0,374262636;Sim;Sim
08/03/2002;8,925725941;;0;Sim;Sim
09/03/2002;8,6188352;;0;Sim;Sim
10/03/2002;12,40325752;;10,80461821;Sim;Sim
11/03/2002;10,31411071;;7,934467347;Sim;Sim
