data,cota,vazoes,maxima,minima,media,Interpolado chuva
1990-03-04,0.9733333333333332,7.1689,11.2237,5.0197,7.4327,Não
1990-03-05,0.95,6.2615,11.2237,5.0197,7.4327,Não
1990-03-06,0.98,6.7981,11.2237,5.0197,7.4327,Não
1990-03-07,0.9466666666666668,6.2615,11.2237,5.0197,7.4327,Não
1990-03-08,0.9766666666666666,6.7981,11.2237,5.0197,7.4327,Não
1990-03-09,0.9166666666666666,5.7485,11.2237,5.0197,7.4327,Não
1990-03-10,0.9266666666666667,5.9169,11.2237,5.0197,7.4327,Não
1990-03-11,1.01,7.3583,11.2237,5.0197,7.4327,Não
1990-03-12,0.9366666666666666,6.0879,11.2237,5.0197,7.4327,Não
1990-03-13,0.9366666666666666,6.0879,11.2237,5.0197,7.4327,Não
1990-03-14,0.8666666666666667,5.0197,11.2237,5.0197,7.4327,Não
1990-03-15,0.8566666666666666,5.1559,11.2237,5.0197,7.4327,Não
1990-03-16,0.89,5.9169,11.2237,5.0197,7.4327,Não
1990-03-17,0.9166666666666666,6.6166,11.2237,5.0197,7.4327,Não
1990-03-18,0.97,8.1423,11.2237,5.0197,7.4327,Não
1990-03-19,0.92,5.9169,11.2237,5.0197,7.4327,Não
1990-03-20,0.9133333333333334,6.9822,11.2237,5.0197,7.4327,Não
1990-03-21,0.9866666666666668,10.2893,11.2237,5.0197,7.4327,Não
1990-03-22,0.9333333333333332,9.3982,11.2237,5.0197,7.4327,Não
1990-03-23,0.9933333333333332,11.2237,11.2237,5.0197,7.4327,Não
1990-03-24,0.9066666666666666,7.1689,11.2237,5.0197,7.4327,Não
1990-03-25,0.8799999999999999,6.4378,11.2237,5.0197,7.4327,Não
1990-03-26,1.0033333333333332,9.3982,11.2237,5.0197,7.4327,Não
1990-03-27,1.0633333333333332,10.2893,11.2237,5.0197,7.4327,Não
1990-03-28,1.106666666666667,10.5188,11.2237,5.0197,7.4327,Não
1990-03-29,1.1333333333333333,10.0625,11.2237,5.0197,7.4327,Não
1990-03-30,1.096666666666667,10.0625,11.2237,5.0197,7.4327,Não
1990-03-31,0.9766666666666668,8.3449,11.2237,5.0197,7.4327,Não
1990-04-01,0.9266666666666667,6.7981,15.684,5.4351,8.3573,Não
1990-04-02,0.8799999999999999,6.0879,15.684,5.4351,8.3573,Não
1990-04-03,0.8566666666666666,5.4351,15.684,5.4351,8.3573,Não
1990-04-04,0.91,8.1423,15.684,5.4351,8.3573,Não
1990-04-05,1.3533333333333335,15.1178,15.684,5.4351,8.3573,Não
1990-04-06,1.18,10.7511,15.684,5.4351,8.3573,Não
1990-04-07,1.0166666666666666,9.3982,15.684,5.4351,8.3573,Não
1990-04-08,0.97,8.1423,15.684,5.4351,8.3573,Não
1990-04-09,0.9433333333333334,6.9822,15.684,5.4351,8.3573,Não
1990-04-10,0.9666666666666668,6.9822,15.684,5.4351,8.3573,Não
1990-04-11,1.096666666666667,8.1423,15.684,5.4351,8.3573,Não
1990-04-12,1.1866666666666668,14.5627,15.684,5.4351,8.3573,Não
1990-04-13,1.1700000000000002,14.8389,15.684,5.4351,8.3573,Não
1990-04-14,1.1233333333333333,10.2893,15.684,5.4351,8.3573,Não
1990-04-15,0.96,6.7981,15.684,5.4351,8.3573,Não
1990-04-16,0.9133333333333334,5.9169,15.684,5.4351,8.3573,Não
1990-04-17,0.91,5.9169,15.684,5.4351,8.3573,Não
1990-04-18,0.8866666666666667,5.4351,15.684,5.4351,8.3573,Não
1990-04-19,0.9333333333333332,8.3449,15.684,5.4351,8.3573,Não
1990-04-20,1.1833333333333331,15.684,15.684,5.4351,8.3573,Não
1990-04-21,1.11,11.4641,15.684,5.4351,8.3573,Não
1990-04-22,1.04,9.3982,15.684,5.4351,8.3573,Não
1990-04-23,1.02,7.9423,15.684,5.4351,8.3573,Não
1990-04-24,0.97,6.9822,15.684,5.4351,8.3573,Não
1990-04-25,0.9166666666666666,5.9169,15.684,5.4351,8.3573,Não
1990-04-26,0.9166666666666666,5.9169,15.684,5.4351,8.3573,Não
1990-04-27,0.9133333333333334,5.9169,15.684,5.4351,8.3573,Não
1990-04-28,0.8933333333333334,5.9169,15.684,5.4351,8.3573,Não
1990-04-29,0.8833333333333333,5.9169,15.684,5.4351,8.3573,Não
1990-04-30,0.88,5.5827,15.684,5.4351,8.3573,Não
1990-05-01,0.87,5.2943,12.707,3.5603,5.3135,Não
1990-05-02,0.9266666666666667,7.745,12.707,3.5603,5.3135,Não
1990-05-03,1.1733333333333331,12.707,12.707,3.5603,5.3135,Não
1990-05-04,1.08,9.3982,12.707,3.5603,5.3135,Não
1990-05-05,0.9566666666666668,6.7981,12.707,3.5603,5.3135,Não
1990-05-06,0.8966666666666666,5.9169,12.707,3.5603,5.3135,Não
1990-05-07,0.89,5.5827,12.707,3.5603,5.3135,Não
1990-05-08,0.8666666666666667,5.2943,12.707,3.5603,5.3135,Não
1990-05-09,0.8633333333333333,5.1559,12.707,3.5603,5.3135,Não
1990-05-10,0.8533333333333334,5.1559,12.707,3.5603,5.3135,Não
1990-05-11,0.86,5.2943,12.707,3.5603,5.3135,Não
1990-05-12,0.9433333333333334,6.9822,12.707,3.5603,5.3135,Não
1990-05-13,0.9866666666666668,7.745,12.707,3.5603,5.3135,Não
1990-05-14,0.9066666666666668,5.7485,12.707,3.5603,5.3135,Não
1990-05-15,0.8966666666666666,5.2943,12.707,3.5603,5.3135,Não
1990-05-16,0.9166666666666666,5.0197,12.707,3.5603,5.3135,Não
1990-05-17,0.87,4.7543,12.707,3.5603,5.3135,Não
1990-05-18,0.8266666666666667,4.3731,12.707,3.5603,5.3135,Não
1990-05-19,0.8066666666666666,4.1301,12.707,3.5603,5.3135,Não
1990-05-20,0.8033333333333333,4.1301,12.707,3.5603,5.3135,Não
1990-05-21,0.8066666666666666,4.0118,12.707,3.5603,5.3135,Não
1990-05-22,0.7966666666666667,3.7818,12.707,3.5603,5.3135,Não
1990-05-23,0.7833333333333333,3.7818,12.707,3.5603,5.3135,Não
1990-05-24,0.5233333333333333,3.7818,12.707,3.5603,5.3135,Não
1990-05-25,0.7866666666666667,3.7818,12.707,3.5603,5.3135,Não
1990-05-26,0.7866666666666667,3.8958,12.707,3.5603,5.3135,Não
1990-05-27,0.7933333333333333,4.1301,12.707,3.5603,5.3135,Não
1990-05-28,0.8000000000000002,4.1301,12.707,3.5603,5.3135,Não
1990-05-29,0.79,3.7818,12.707,3.5603,5.3135,Não
1990-05-30,0.7799999999999999,3.5603,12.707,3.5603,5.3135,Não
1990-05-31,0.77,3.5603,12.707,3.5603,5.3135,Não
1990-06-01,0.77,3.5603,4.0118,3.1423,3.6213,Não
1990-06-02,0.77,3.5603,4.0118,3.1423,3.6213,Não
1990-06-03,0.7833333333333333,3.7818,4.0118,3.1423,3.6213,Não
1990-06-04,0.7799999999999999,3.7818,4.0118,3.1423,3.6213,Não
1990-06-05,0.77,3.5603,4.0118,3.1423,3.6213,Não
1990-06-06,0.77,3.5603,4.0118,3.1423,3.6213,Não
1990-06-07,0.77,3.5603,4.0118,3.1423,3.6213,Não
1990-06-08,0.7766666666666667,3.5603,4.0118,3.1423,3.6213,Não
1990-06-09,0.7733333333333334,3.5603,4.0118,3.1423,3.6213,Não
1990-06-10,0.7666666666666666,3.67,4.0118,3.1423,3.6213,Não
1990-06-11,0.7733333333333334,3.8958,4.0118,3.1423,3.6213,Não
1990-06-12,0.79,3.67,4.0118,3.1423,3.6213,Não
1990-06-13,0.7633333333333333,3.4527,4.0118,3.1423,3.6213,Não
1990-06-14,0.7566666666666667,3.3472,4.0118,3.1423,3.6213,Não
1990-06-15,0.7566666666666667,3.1423,4.0118,3.1423,3.6213,Não
1990-06-16,0.7533333333333333,3.2437,4.0118,3.1423,3.6213,Não
1990-06-17,0.7666666666666666,3.5603,4.0118,3.1423,3.6213,Não
1990-06-18,0.8266666666666667,3.5603,4.0118,3.1423,3.6213,Não
1990-06-19,0.8099999999999999,3.67,4.0118,3.1423,3.6213,Não
1990-06-20,0.7933333333333333,3.67,4.0118,3.1423,3.6213,Não
1990-06-21,0.8033333333333333,3.7818,4.0118,3.1423,3.6213,Não
1990-06-22,0.7966666666666667,4.0118,4.0118,3.1423,3.6213,Não
1990-06-23,0.79,3.7818,4.0118,3.1423,3.6213,Não
1990-06-24,0.7733333333333334,3.7818,4.0118,3.1423,3.6213,Não
1990-06-25,0.7833333333333333,3.7818,4.0118,3.1423,3.6213,Não
1990-06-26,0.77,3.7818,4.0118,3.1423,3.6213,Não
1990-06-27,0.7633333333333333,3.5603,4.0118,3.1423,3.6213,Não
1990-06-28,0.7566666666666667,3.5603,4.0118,3.1423,3.6213,Não
1990-06-29,0.7566666666666667,3.5603,4.0118,3.1423,3.6213,Não
1990-06-30,0.7600000000000001,3.67,4.0118,3.1423,3.6213,Não
1990-07-01,0.8566666666666666,4.8859,6.7981,3.4527,4.2963,Não
1990-07-02,0.87,5.0197,6.7981,3.4527,4.2963,Não
1990-07-03,0.85,4.7543,6.7981,3.4527,4.2963,Não
1990-07-04,0.8166666666666668,4.3731,6.7981,3.4527,4.2963,Não
1990-07-05,0.81,4.2505,6.7981,3.4527,4.2963,Não
1990-07-06,0.8000000000000002,4.1301,6.7981,3.4527,4.2963,Não
1990-07-07,0.98,6.7981,6.7981,3.4527,4.2963,Não
1990-07-08,0.9466666666666668,6.2615,6.7981,3.4527,4.2963,Não
1990-07-09,0.8766666666666666,5.1559,6.7981,3.4527,4.2963,Não
1990-07-10,0.8000000000000002,4.1301,6.7981,3.4527,4.2963,Não
1990-07-11,0.82,4.3731,6.7981,3.4527,4.2963,Não
1990-07-12,0.8766666666666666,5.1559,6.7981,3.4527,4.2963,Não
1990-07-13,0.85,4.7543,6.7981,3.4527,4.2963,Não
1990-07-14,0.84,4.625,6.7981,3.4527,4.2963,Não
1990-07-15,0.8266666666666667,4.498,6.7981,3.4527,4.2963,Não
1990-07-16,0.8066666666666666,4.2505,6.7981,3.4527,4.2963,Não
1990-07-17,0.79,4.0118,6.7981,3.4527,4.2963,Não
1990-07-18,0.7999999999999999,4.1301,6.7981,3.4527,4.2963,Não
1990-07-19,0.7766666666666667,3.8958,6.7981,3.4527,4.2963,Não
1990-07-20,0.7766666666666667,3.8958,6.7981,3.4527,4.2963,Não
1990-07-21,0.7600000000000001,3.67,6.7981,3.4527,4.2963,Não
1990-07-22,0.77,3.7818,6.7981,3.4527,4.2963,Não
1990-07-23,0.7666666666666666,3.7818,6.7981,3.4527,4.2963,Não
1990-07-24,0.75,3.5603,6.7981,3.4527,4.2963,Não
1990-07-25,0.7399999999999999,3.4527,6.7981,3.4527,4.2963,Não
1990-07-26,0.7600000000000001,3.67,6.7981,3.4527,4.2963,Não
1990-07-27,0.7666666666666666,3.7818,6.7981,3.4527,4.2963,Não
1990-07-28,0.75,3.5603,6.7981,3.4527,4.2963,Não
1990-07-29,0.7399999999999999,3.4527,6.7981,3.4527,4.2963,Não
1990-07-30,0.7399999999999999,3.4527,6.7981,3.4527,4.2963,Não
1990-07-31,0.7566666666666667,3.67,6.7981,3.4527,4.2963,Não
1990-08-01,0.75,3.5603,7.9423,3.5603,4.6322,Não
1990-08-02,0.75,3.5603,7.9423,3.5603,4.6322,Não
1990-08-03,0.7666666666666666,3.7818,7.9423,3.5603,4.6322,Não
1990-08-04,0.7600000000000001,3.67,7.9423,3.5603,4.6322,Não
1990-08-05,0.7866666666666667,4.0118,7.9423,3.5603,4.6322,Não
1990-08-06,0.8266666666666667,4.498,7.9423,3.5603,4.6322,Não
1990-08-07,0.8066666666666666,4.2505,7.9423,3.5603,4.6322,Não
1990-08-08,0.8000000000000002,4.1301,7.9423,3.5603,4.6322,Não
1990-08-09,0.7966666666666667,4.1301,7.9423,3.5603,4.6322,Não
1990-08-10,0.8366666666666666,4.625,7.9423,3.5603,4.6322,Não
1990-08-11,0.83,4.498,7.9423,3.5603,4.6322,Não
1990-08-12,0.83,4.498,7.9423,3.5603,4.6322,Não
1990-08-13,0.89,5.2943,7.9423,3.5603,4.6322,Não
1990-08-14,0.8766666666666666,5.1559,7.9423,3.5603,4.6322,Não
1990-08-15,0.86,4.8859,7.9423,3.5603,4.6322,Não
1990-08-16,0.85,4.7543,7.9423,3.5603,4.6322,Não
1990-08-17,0.8766666666666666,5.1559,7.9423,3.5603,4.6322,Não
1990-08-18,0.86,4.8859,7.9423,3.5603,4.6322,Não
1990-08-19,0.89,5.2943,7.9423,3.5603,4.6322,Não
1990-08-20,0.9266666666666667,5.9169,7.9423,3.5603,4.6322,Não
1990-08-21,0.9066666666666668,5.5827,7.9423,3.5603,4.6322,Não
1990-08-22,0.9,5.4351,7.9423,3.5603,4.6322,Não
1990-08-23,0.8466666666666667,4.7543,7.9423,3.5603,4.6322,Não
1990-08-24,0.7966666666666667,4.1301,7.9423,3.5603,4.6322,Não
1990-08-25,0.7600000000000001,3.67,7.9423,3.5603,4.6322,Não
1990-08-26,0.7600000000000001,3.67,7.9423,3.5603,4.6322,Não
1990-08-27,0.7766666666666667,3.8958,7.9423,3.5603,4.6322,Não
1990-08-28,0.7600000000000001,3.67,7.9423,3.5603,4.6322,Não
1990-08-29,0.8166666666666668,4.3731,7.9423,3.5603,4.6322,Não
1990-08-30,0.93,5.9169,7.9423,3.5603,4.6322,Não
1990-08-31,1.0366666666666668,7.9423,7.9423,3.5603,4.6322,Não
1990-09-01,0.94,6.0879,12.453,3.3472,4.9647,Não
1990-09-02,0.88,5.1559,12.453,3.3472,4.9647,Não
1990-09-03,0.99,6.9822,12.453,3.3472,4.9647,Não
1990-09-04,0.9466666666666668,6.2615,12.453,3.3472,4.9647,Não
1990-09-05,0.8966666666666666,5.4351,12.453,3.3472,4.9647,Não
1990-09-06,0.83,4.498,12.453,3.3472,4.9647,Não
1990-09-07,0.8000000000000002,4.1301,12.453,3.3472,4.9647,Não
1990-09-08,0.7866666666666667,4.0118,12.453,3.3472,4.9647,Não
1990-09-09,0.7766666666666667,3.8958,12.453,3.3472,4.9647,Não
1990-09-10,0.7866666666666667,4.0118,12.453,3.3472,4.9647,Não
1990-09-11,0.75,3.5603,12.453,3.3472,4.9647,Não
1990-09-12,0.75,3.5603,12.453,3.3472,4.9647,Não
1990-09-13,0.75,3.5603,12.453,3.3472,4.9647,Não
1990-09-14,0.7866666666666666,4.0118,12.453,3.3472,4.9647,Não
1990-09-15,1.21,11.7072,12.453,3.3472,4.9647,Não
1990-09-16,1.2366666666666666,12.453,12.453,3.3472,4.9647,Não
1990-09-17,1.0366666666666668,7.9423,12.453,3.3472,4.9647,Não
1990-09-18,0.88,5.1559,12.453,3.3472,4.9647,Não
1990-09-19,0.83,4.498,12.453,3.3472,4.9647,Não
1990-09-20,0.79,4.0118,12.453,3.3472,4.9647,Não
1990-09-21,0.77,3.7818,12.453,3.3472,4.9647,Não
1990-09-22,0.7666666666666666,3.7818,12.453,3.3472,4.9647,Não
1990-09-23,0.7399999999999999,3.4527,12.453,3.3472,4.9647,Não
1990-09-24,0.75,3.5603,12.453,3.3472,4.9647,Não
1990-09-25,0.8000000000000002,4.1301,12.453,3.3472,4.9647,Não
1990-09-26,0.8166666666666668,4.3731,12.453,3.3472,4.9647,Não
1990-09-27,0.8000000000000002,4.1301,12.453,3.3472,4.9647,Não
1990-09-28,0.77,3.7818,12.453,3.3472,4.9647,Não
1990-09-29,0.7566666666666667,3.67,12.453,3.3472,4.9647,Não
1990-09-30,0.73,3.3472,12.453,3.3472,4.9647,Não
1990-10-01,0.73,3.3472,43.048,3.1423,6.3869,Não
1990-10-02,0.73,3.3472,43.048,3.1423,6.3869,Não
1990-10-03,0.7466666666666667,3.5603,43.048,3.1423,6.3869,Não
1990-10-04,0.7466666666666667,3.5603,43.048,3.1423,6.3869,Não
1990-10-05,0.7399999999999999,3.4527,43.048,3.1423,6.3869,Não
1990-10-06,0.7066666666666667,3.1423,43.048,3.1423,6.3869,Não
1990-10-07,0.8466666666666667,4.7543,43.048,3.1423,6.3869,Não
1990-10-08,0.87,5.0197,43.048,3.1423,6.3869,Não
1990-10-09,0.79,4.0118,43.048,3.1423,6.3869,Não
1990-10-10,0.75,3.5603,43.048,3.1423,6.3869,Não
1990-10-11,0.7200000000000001,3.2437,43.048,3.1423,6.3869,Não
1990-10-12,0.7066666666666667,3.1423,43.048,3.1423,6.3869,Não
1990-10-13,0.73,3.3472,43.048,3.1423,6.3869,Não
1990-10-14,0.8066666666666666,4.2505,43.048,3.1423,6.3869,Não
1990-10-15,0.88,5.1559,43.048,3.1423,6.3869,Não
1990-10-16,0.8266666666666667,4.498,43.048,3.1423,6.3869,Não
1990-10-17,0.77,3.7818,43.048,3.1423,6.3869,Não
1990-10-18,0.7399999999999999,3.4527,43.048,3.1423,6.3869,Não
1990-10-19,0.7266666666666666,3.3472,43.048,3.1423,6.3869,Não
1990-10-20,0.7166666666666667,3.2437,43.048,3.1423,6.3869,Não
1990-10-21,0.73,3.3472,43.048,3.1423,6.3869,Não
1990-10-22,0.7399999999999999,3.4527,43.048,3.1423,6.3869,Não
1990-10-23,0.7466666666666667,3.5603,43.048,3.1423,6.3869,Não
1990-10-24,1.336666666666667,15.1178,43.048,3.1423,6.3869,Não
1990-10-25,2.0466666666666664,43.048,43.048,3.1423,6.3869,Não
1990-10-26,1.413333333333333,17.4498,43.048,3.1423,6.3869,Não
1990-10-27,1.15,10.2893,43.048,3.1423,6.3869,Não
1990-10-28,1.0766666666666669,8.7582,43.048,3.1423,6.3869,Não
1990-10-29,0.9866666666666668,6.9822,43.048,3.1423,6.3869,Não
1990-10-30,0.92,5.7485,43.048,3.1423,6.3869,Não
1990-10-31,0.87,5.0197,43.048,3.1423,6.3869,Não
1990-11-01,0.85,4.7543,11.2237,3.67,6.1052,Não
1990-11-02,0.8566666666666666,4.8859,11.2237,3.67,6.1052,Não
1990-11-03,0.85,4.7543,11.2237,3.67,6.1052,Não
1990-11-04,1.0466666666666666,8.1423,11.2237,3.67,6.1052,Não
1990-11-05,0.9366666666666666,6.0879,11.2237,3.67,6.1052,Não
1990-11-06,0.88,5.1559,11.2237,3.67,6.1052,Não
1990-11-07,0.84,4.625,11.2237,3.67,6.1052,Não
1990-11-08,0.85,4.7543,11.2237,3.67,6.1052,Não
1990-11-09,0.84,4.625,11.2237,3.67,6.1052,Não
1990-11-10,0.79,4.0118,11.2237,3.67,6.1052,Não
1990-11-11,0.83,4.498,11.2237,3.67,6.1052,Não
1990-11-12,0.8866666666666667,5.2943,11.2237,3.67,6.1052,Não
1990-11-13,0.87,5.0197,11.2237,3.67,6.1052,Não
1990-11-14,0.8366666666666666,4.625,11.2237,3.67,6.1052,Não
1990-11-15,0.8066666666666666,4.2505,11.2237,3.67,6.1052,Não
1990-11-16,0.79,4.0118,11.2237,3.67,6.1052,Não
1990-11-17,0.7766666666666667,3.8958,11.2237,3.67,6.1052,Não
1990-11-18,0.7600000000000001,3.67,11.2237,3.67,6.1052,Não
1990-11-19,0.7566666666666667,3.67,11.2237,3.67,6.1052,Não
1990-11-20,0.9966666666666668,7.1689,11.2237,3.67,6.1052,Não
1990-11-21,0.96,6.4378,11.2237,3.67,6.1052,Não
1990-11-22,0.88,5.1559,11.2237,3.67,6.1052,Não
1990-11-23,0.8266666666666667,4.498,11.2237,3.67,6.1052,Não
1990-11-24,0.89,5.2943,11.2237,3.67,6.1052,Não
1990-11-25,1.106666666666667,9.3982,11.2237,3.67,6.1052,Não
1990-11-26,1.19,11.2237,11.2237,3.67,6.1052,Não
1990-11-27,1.16,10.5188,11.2237,3.67,6.1052,Não
1990-11-28,1.1566666666666665,10.5188,11.2237,3.67,6.1052,Não
1990-11-29,1.19,11.2237,11.2237,3.67,6.1052,Não
1990-11-30,1.1766666666666663,10.986,11.2237,3.67,6.1052,Não
1990-12-01,1.03,7.745,26.1431,4.3731,8.8776,Não
1990-12-02,0.9466666666666668,6.2615,26.1431,4.3731,8.8776,Não
1990-12-03,0.95,6.2615,26.1431,4.3731,8.8776,Não
1990-12-04,0.8566666666666668,4.8859,26.1431,4.3731,8.8776,Não
1990-12-05,0.93,5.9169,26.1431,4.3731,8.8776,Não
1990-12-06,0.91,5.5827,26.1431,4.3731,8.8776,Não
1990-12-07,0.8666666666666667,5.0197,26.1431,4.3731,8.8776,Não
1990-12-08,0.8566666666666666,4.8859,26.1431,4.3731,8.8776,Não
1990-12-09,0.8366666666666666,4.625,26.1431,4.3731,8.8776,Não
1990-12-10,0.85,4.7543,26.1431,4.3731,8.8776,Não
1990-12-11,0.83,4.498,26.1431,4.3731,8.8776,Não
1990-12-12,0.82,4.3731,26.1431,4.3731,8.8776,Não
1990-12-13,1.06,8.3449,26.1431,4.3731,8.8776,Não
1990-12-14,1.15,10.2893,26.1431,4.3731,8.8776,Não
1990-12-15,1.1166666666666667,9.617,26.1431,4.3731,8.8776,Não
1990-12-16,1.0766666666666669,8.7582,26.1431,4.3731,8.8776,Não
1990-12-17,1.5166666666666666,20.6664,26.1431,4.3731,8.8776,Não
1990-12-18,1.67,26.1431,26.1431,4.3731,8.8776,Não
1990-12-19,1.2866666666666668,13.7508,26.1431,4.3731,8.8776,Não
1990-12-20,1.04,7.9423,26.1431,4.3731,8.8776,Não
1990-12-21,1.01,7.3583,26.1431,4.3731,8.8776,Não
1990-12-22,1.37,15.9713,26.1431,4.3731,8.8776,Não
1990-12-23,1.07,8.5502,26.1431,4.3731,8.8776,Não
1990-12-24,0.96,6.4378,26.1431,4.3731,8.8776,Não
1990-12-25,0.94,6.0879,26.1431,4.3731,8.8776,Não
1990-12-26,1.2166666666666666,11.953,26.1431,4.3731,8.8776,Não
1990-12-27,1.3066666666666666,14.2893,26.1431,4.3731,8.8776,Não
1990-12-28,1.24,12.453,26.1431,4.3731,8.8776,Não
1990-12-29,1.0666666666666669,8.5502,26.1431,4.3731,8.8776,Não
1990-12-30,0.9666666666666668,6.6166,26.1431,4.3731,8.8776,Não
1990-12-31,0.97,6.6166,26.1431,4.3731,8.8776,Não
1991-01-01,0.91,5.5827,44.5696,5.2943,17.9208,Não
1991-01-02,0.89,5.2943,44.5696,5.2943,17.9208,Não
1991-01-03,0.89,5.2943,44.5696,5.2943,17.9208,Não
1991-01-04,1.21,11.7072,44.5696,5.2943,17.9208,Não
1991-01-05,1.3166666666666669,14.5627,44.5696,5.2943,17.9208,Não
1991-01-06,1.33,14.8389,44.5696,5.2943,17.9208,Não
1991-01-07,1.2766666666666666,13.4858,44.5696,5.2943,17.9208,Não
1991-01-08,1.18,10.986,44.5696,5.2943,17.9208,Não
1991-01-09,1.096666666666667,9.1822,44.5696,5.2943,17.9208,Não
1991-01-10,1.096666666666667,9.1822,44.5696,5.2943,17.9208,Não
1991-01-11,1.18,10.986,44.5696,5.2943,17.9208,Não
1991-01-12,1.3866666666666667,16.5543,44.5696,5.2943,17.9208,Não
1991-01-13,1.5666666666666669,22.4175,44.5696,5.2943,17.9208,Não
1991-01-14,1.5599999999999998,22.0613,44.5696,5.2943,17.9208,Não
1991-01-15,1.57,22.4175,44.5696,5.2943,17.9208,Não
1991-01-16,1.68,26.5321,44.5696,5.2943,17.9208,Não
1991-01-17,1.47,18.9984,44.5696,5.2943,17.9208,Não
1991-01-18,1.6,23.5038,44.5696,5.2943,17.9208,Não
1991-01-19,2.08,44.5696,44.5696,5.2943,17.9208,Não
