data,vazao,nivel,chuva,Interpolado chuva
2001-12-31,,58977.0,6.605272012139606,Sim
2002-01-01,,58923.183673469386,0.0,Não
2002-01-02,,,2.0250986633250925,Sim
2002-01-03,,,2.8066797914208848,Sim
2002-01-04,,,3.2965471212366975,Sim
2002-01-05,,,10.10313887852116,Sim
2002-01-06,,,0.9069744332154006,Sim
2002-01-07,,,0.021730766722592228,Sim
2002-01-08,,,0.9673465519234218,Sim
2002-01-09,,,0.006449386346207398,Sim
2002-01-10,,,0.022572852211725898,Sim
2002-01-11,,,1.0281511020242369,Sim
2002-01-12,,,0.9155110172958619,Sim
2002-01-13,,,3.0821432590077076,Sim
2002-01-14,,,1.4673441746131406,Sim
2002-01-15,,,0.6092651483059384,Sim
2002-01-16,,,4.6180344270611595,Sim
2002-01-17,,,5.848739374898284,Sim
2002-01-18,,,9.624294584814633,Sim
2002-01-19,,,29.54607637861982,Sim
2002-01-20,,,3.5716390833977636,Sim
2002-01-21,,,0.14535560350639945,Sim
2002-01-22,,,0.14535560350639945,Sim
2002-01-23,,,0.0,Sim
2002-01-24,,,0.6122292890454097,Sim
2002-01-25,,,23.23924670036185,Sim
2002-01-26,,,6.138649914695991,Sim
2002-01-27,,,15.5641234569811,Sim
2002-01-28,,,0.5340241991699303,Sim
2002-01-29,,,0.06815354848775608,Sim
2002-01-30,,,17.073049372345725,Sim
2002-01-31,,,6.060395651626314,Sim
2002-02-01,,,0.003934155351111918,Sim
2002-02-02,,,24.18942864608598,Sim
2002-02-03,,,55.79160704865669,Sim
2002-02-04,,,5.160348212177142,Sim
2002-02-05,,,0.0,Sim
2002-02-06,,,3.0516027575180513,Sim
2002-02-07,,,0.7141149253663216,Sim
2002-02-08,,,0.621108377118812,Sim
2002-02-09,,,0.4134113783806306,Sim
2002-02-10,,,0.0,Sim
2002-02-11,,,0.0,Sim
2002-02-12,,,0.0,Sim
2002-02-13,,,4.292058994004876,Sim
2002-02-14,,,0.0,Sim
2002-02-15,,,0.0,Sim
2002-02-16,,,3.115289260367773,Sim
2002-02-17,,,5.202431965765434,Sim
2002-02-18,,,54.020572743105284,Sim
2002-02-19,,,13.545513959718717,Sim
2002-02-20,,,6.13131562520941,Sim
2002-02-21,,,0.09046610782066913,Sim
2002-02-22,,,3.3162724303744118,Sim
2002-02-23,,,5.730132127614019,Sim
2002-02-24,,,15.301789867109738,Sim
2002-02-25,,,26.777997427959725,Sim
2002-02-26,,,4.22117450805596,Sim
2002-02-27,,,2.283992700311589,Sim
2002-02-28,,,5.453840442399344,Sim
2002-03-01,,,0.032052315892236345,Sim
2002-03-02,,,0.0,Sim
2002-03-03,,,1.5615079713171063,Sim
2002-03-04,,,9.10757152057728,Sim
2002-03-05,,,1.8510847149708538,Sim
2002-03-06,,,1.4140205794428151,Sim
2002-03-07,,,0.36253208211867183,Sim
2002-03-08,,,0.0,Sim
2002-03-09,,,0.0,Sim
2002-03-10,,,12.06865389031662,Sim
2002-03-11,,,9.443963640552447,Sim
2002-03-12,,,0.009362612077024317,Sim
2002-03-13,,,0.0,Sim
2002-03-14,,,0.06469378183190208,Sim
2002-03-15,,,3.908124059115318,Sim
2002-03-16,,,0.808144871268452,Sim
2002-03-17,,,0.7792254829252839,Sim
2002-03-18,,,0.0,Sim
2002-03-19,,,0.0,Sim
2002-03-20,,,0.11213588850863025,Sim
2002-03-21,,,0.11932408648995273,Sim
2002-03-22,,,38.87981677426679,Sim
2002-03-23,,,1.803685461685433,Sim
2002-03-24,,,2.9690199147225593,Sim
2002-03-25,,,1.1482162716781898,Sim
2002-03-26,,,0.0,Sim
2002-03-27,,,9.270536398813292,Sim
2002-03-28,,,0.03728810061493996,Sim
2002-03-29,,,0.0,Sim
2002-03-30,,,0.0,Sim
2002-03-31,,,0.0,Sim
2002-04-01,,,0.0,Sim
2002-04-02,,,0.0,Sim
2002-04-03,,,0.0,Sim
2002-04-04,,,0.00398494795585812,Sim
2002-04-05,,,0.05180432342615556,Sim
2002-04-06,,,0.0,Sim
2002-04-07,,,0.30478483234347703,Sim
2002-04-08,,,5.436407637060567,Sim
2002-04-09,,,6.060096793164067,Sim
2002-04-10,,,0.013439175363456143,Sim
2002-04-11,,,2.472730222048445,Sim
2002-04-12,,,0.0,Sim
2002-04-13,,,0.0027854323306161534,Sim
2002-04-14,,,0.0,Sim
2002-04-15,,,1.7910059931470252,Sim
2002-04-16,,,0.14707225739375698,Sim
2002-04-17,,,0.056888562256431886,Sim
2002-04-18,,,0.0,Sim
2002-04-19,,,0.0,Sim
2002-04-20,,,0.4234960711485352,Sim
2002-04-21,,,0.0,Sim
2002-04-22,,,0.0,Sim
2002-04-23,,,0.0,Sim
2002-04-24,,,0.13582075612982195,Sim
2002-04-25,,,0.0,Sim
2002-04-26,,,0.0,Sim
2002-04-27,,,0.0,Sim
2002-04-28,,,0.0,Sim
