data;vazao;nivel;chuva;Interpolado chuva;Interpolado vazao
03/12/2015;19,669;268,1666667;16,87536328;Sim;Sim
04/12/2015;26,539175;328,3478261;44,38823713;Sim;Sim
05/12/2015;19,131475;271,25;13,78611419;Sim;Sim
06/12/2015;17,178075;226,875;0,417102588;Sim;Sim
07/12/2015;12,5402;215;0,771719389;Sim;Sim
08/12/2015;13,984625;230,5833333;40,12884865;Sim;Sim
09/12/2015;17,5289625;238,75;0,106355893;Sim;Sim
10/12/2015;13,896225;246,5217391;0,493697863;Sim;Sim
11/12/2015;11,4799875;207,0869565;1,61983185;Sim;Sim
12/12/2015;10,2553625;197,173913;12,50872559;Sim;Sim
13/12/2015;9,6892;185,9583333;0;Sim;Sim
14/12/2015;8,4453125;175,9545455;0;Sim;Sim
15/12/2015;7,6280625;169,7083333;0,011485736;Sim;Sim
16/12/2015;7,1471625;164,6818182;0,000465927;Sim;Sim
17/12/2015;9,1916625;170,0869565;0,1815362;Sim;Sim
18/12/2015;11,237625;169,2727273;0,42796805;Sim;Sim
19/12/2015;8,9919125;176,2608696;1,309000158;Sim;Sim
20/12/2015;9,20475;177,2173913;3,645689166;Sim;Sim
21/12/2015;10,8971875;191,2916667;3,479720032;Sim;Sim
22/12/2015;11,5904375;189,3913043;0;Sim;Sim
23/12/2015;8,714972826;169,1363636;1,87E-05;Sim;Sim
24/12/2015;7,617913587;167,6521739;0,000318046;Sim;Sim
25/12/2015;7,050525;159,75;0;Sim;Sim
26/12/2015;6,6718;161,5833333;1,87E-05;Sim;Sim
27/12/2015;6,3802625;161,625;2,145849625;Sim;Sim
28/12/2015;6,069975;161,4166667;0,004779744;Sim;Sim
29/12/2015;5,67235;146,9583333;0,002840972;Sim;Sim
30/12/2015;5,3997125;158,7916667;0,331576027;Sim;Sim
31/12/2015;5,12235;155,0416667;0;Sim;Sim
01/01/2016;4,9015375;154,0869565;0,130648504;Sim;Sim
02/01/2016;4,8339125;161,1666667;0,798780483;Sim;Sim
03/01/2016;6,1264375;202,9166667;19,81413645;Sim;Sim
04/01/2016;13,4278875;270,4583333;41,34812565;Sim;Sim
05/01/2016;17,9859625;242,2083333;0,018574248;Sim;Sim
06/01/2016;10,835275;202;0,006099737;Sim;Sim
07/01/2016;8,153925;183,0416667;1,87E-05;Sim;Sim
08/01/2016;7,081975;173,7272727;0,000749001;Sim;Sim
09/01/2016;6,5116;171,75;0;Sim;Sim
10/01/2016;5,9717125;166,0833333;0,000140256;Sim;Sim
11/01/2016;5,76345;165,5;0;Sim;Sim
12/01/2016;5,5631625;161,75;0,015758074;Sim;Sim
13/01/2016;5,3964625;155;0,958776886;Sim;Sim
14/01/2016;5,45545;161,6086957;0,001174678;Sim;Sim
15/01/2016;9,5048125;165;6,236270533;Sim;Sim
16/01/2016;26,9857375;169,3333333;6,372016141;Sim;Sim
17/01/2016;55,5510375;197;16,53672957;Sim;Sim
18/01/2016;77,6134125;309,7916667;19,93322693;Sim;Sim
19/01/2016;77,640175;308,826087;1,010715324;Sim;Sim
20/01/2016;62,8535625;269,4166667;10,23647014;Sim;Sim
21/01/2016;54,0228375;263,375;0,264310881;Sim;Sim
22/01/2016;46,76085;247,2916667;6,840617095;Sim;Sim
23/01/2016;50,18643523;279,2916667;12,91818188;Sim;Sim
24/01/2016;57,01849569;287,875;2,683389504;Sim;Sim
25/01/2016;44,48496316;274,25;2,924118518;Sim;Sim
26/01/2016;41,818625;328,1818182;2,474306043;Sim;Sim
27/01/2016;45,1943125;306,2173913;0,113635803;Sim;Sim
28/01/2016;44,7550625;260,2608696;0,215282927;Sim;Sim
29/01/2016;39,6206;243,6666667;1,35603892;Sim;Sim
30/01/2016;31,18765;226,4166667;0,000118369;Sim;Sim
31/01/2016;25,5518;213,7727273;2,58E-05;Sim;Sim
01/02/2016;22,1721375;207,1666667;0;Sim;Sim
02/02/2016;19,8219;200,9166667;0;Sim;Sim
03/02/2016;18,0154625;210,0833333;0,041891322;Sim;Sim
04/02/2016;16,608125;217,8333333;0;Sim;Sim
05/02/2016;16,7260125;203,3043478;0,040691833;Sim;Sim
06/02/2016;17,130075;210,3333333;0;Sim;Sim
07/02/2016;15,2089125;189,9166667;0;Sim;Sim
08/02/2016;13,9295125;192;0;Sim;Sim
09/02/2016;13,16195;184,25;0;Sim;Sim
10/02/2016;12,33215;181;0,001230038;Sim;Sim
11/02/2016;12,044375;179;0,539487667;Sim;Sim
12/02/2016;27,673675;243,5652174;19,52955052;Sim;Sim
13/02/2016;50,7045125;278,25;20,10036589;Sim;Sim
14/02/2016;40,904175;264,4782609;0,000980657;Sim;Sim
15/02/2016;25,4824875;213,8333333;0,00037719;Sim;Sim
16/02/2016;20,6870625;190,9333333;0,006380688;Sim;Sim
17/02/2016;18,575725;;0,354922145;Sim;Sim
18/02/2016;17,117225;;0,735428542;Sim;Sim
19/02/2016;16,227775;;0;Sim;Sim
20/02/2016;15,3313125;;0;Sim;Sim
21/02/2016;14,4276875;;0;Sim;Sim
22/02/2016;13,804525;;0,034851106;Sim;Sim
23/02/2016;13,3135125;;0;Sim;Sim
24/02/2016;12,6755125;;0,040013298;Sim;Sim
25/02/2016;12,097975;;0,003462022;Sim;Sim
26/02/2016;11,6744375;;0;Sim;Sim
27/02/2016;13,598825;;0,114217843;Sim;Sim
28/02/2016;16,09135;;0,079311224;Sim;Sim
29/02/2016;14,948375;;28,12648158;Sim;Sim
01/03/2016;14,477375;;2,383830626;Sim;Sim
02/03/2016;13,213775;;0,008164044;Sim;Sim
03/03/2016;12,2482125;;0;Sim;Sim
04/03/2016;11,384525;;0,162134402;Sim;Sim
05/03/2016;11,3944875;160,0909091;7,174922269;Sim;Sim
06/03/2016;11,5487875;153,6086957;0,092369826;Sim;Sim
07/03/2016;11,0066125;161,9130435;0,469875961;Sim;Sim
08/03/2016;10,4927875;157,75;0;Sim;Sim
09/03/2016;10,0715375;149,4583333;0;Sim;Sim
10/03/2016;9,8484375;156,625;0;Sim;Sim
11/03/2016;9,47525;148,875;0;Sim;Sim
12/03/2016;9,1389;141,625;0,004514401;Sim;Sim
13/03/2016;9,6970875;159,5833333;0,515681727;Sim;Sim
14/03/2016;21,9893;198,25;45,12993483;Sim;Sim
15/03/2016;33,1259;214,4166667;16,30356112;Sim;Sim
16/03/2016;20,25395;185,75;7,020190136;Sim;Sim
17/03/2016;15,07905;175,875;0,250941327;Sim;Sim
18/03/2016;15,73815;203,625;21,24910483;Sim;Sim
19/03/2016;20,456025;252,6666667;12,69782059;Sim;Sim
20/03/2016;21,8042125;209,875;0,306775754;Sim;Sim
21/03/2016;15,8785125;177;0,004520937;Sim;Sim
22/03/2016;13,921025;162,1666667;0,012354517;Sim;Sim
23/03/2016;12,6882125;166,0833333;0,010846336;Sim;Sim
24/03/2016;11,73815;158,2083333;0,223977032;Sim;Sim
25/03/2016;11,88225;172,0416667;11,49078287;Sim;Sim
26/03/2016;11,941175;166,1666667;0,026251751;Sim;Sim
27/03/2016;10,55015;163,625;0;Sim;Sim
28/03/2016;10,089625;159,125;3,61E-05;Sim;Sim
29/03/2016;9,7400625;150,1666667;0,000578518;Sim;Sim
30/03/2016;9,3369;157,9583333;0,003667919;Sim;Sim
31/03/2016;9,0918;163,7916667;0,034289313;Sim;Sim
01/04/2016;8,8175375;147,3333333;4,001222257;Sim;Sim
02/04/2016;8,7499125;155,8695652;0,097538979;Sim;Sim
03/04/2016;8,7640875;168,625;0,017547768;Sim;Sim
04/04/2016;8,741275;152,0833333;0,004988611;Sim;Sim
05/04/2016;8,73345;155,2916667;0,003691529;Sim;Sim
06/04/2016;8,6109;157,75;0,002590714;Sim;Sim
07/04/2016;8,4262625;146,3333333;0;Sim;Sim
08/04/2016;2,671428571;148,25;2,57E-05;Sim;Não
09/04/2016;3,529166667;151;0,000705738;Sim;Não
10/04/2016;3,170833333;147,0833333;0,00045145;Sim;Não
11/04/2016;2,679166667;144,625;3,62E-05;Sim;Não
12/04/2016;2,445833333;141;0,000465741;Sim;Não
13/04/2016;3,416666667;148,4166667;0,147280115;Sim;Não
14/04/2016;3,379166667;149,0833333;0,001894945;Sim;Não
15/04/2016;2,945454545;143,9545455;0;Sim;Não
16/04/2016;2,25;139,4583333;3,61E-05;Sim;Não
17/04/2016;3,141666667;147,375;0,003524661;Sim;Não
18/04/2016;2,1;138,5;0,03528824;Sim;Não
19/04/2016;2,7375;145;0,122748095;Sim;Não
20/04/2016;3,520833333;150,7916667;0,000842107;Sim;Não
21/04/2016;2,908333333;144,5416667;0,000465085;Sim;Não
22/04/2016;2,845833333;144,3333333;0,004790879;Sim;Não
23/04/2016;2,620833333;141,4166667;3,61E-05;Sim;Não
24/04/2016;2,220833333;139,75;0,000380077;Sim;Não
25/04/2016;2,645833333;142;8,95E-05;Sim;Não
26/04/2016;2,004166667;136,5416667;0,000126148;Sim;Não
27/04/2016;2,125;137,5;0,00280875;Sim;Não
28/04/2016;3,045833333;145;0,400390454;Sim;Não
29/04/2016;4,045833333;153,2083333;17,25304633;Sim;Não
30/04/2016;4,17826087;154,6956522;0,878839353;Sim;Não
01/05/2016;5,584615385;165,2307692;0,344221269;Sim;Não
02/05/2016;7,971425;;0,003304121;Sim;Sim
03/05/2016;7,5462625;;0,000380026;Sim;Sim
04/05/2016;7,32235;;0,00113351;Sim;Sim
05/05/2016;7,1533625;;3,61E-05;Sim;Sim
06/05/2016;7,122725;;0;Sim;Sim
07/05/2016;7,0528125;;0;Sim;Sim
08/05/2016;6,9600875;;0;Sim;Sim
09/05/2016;6,9286375;;0;Sim;Sim
10/05/2016;6,9333625;;3,61E-05;Sim;Sim
11/05/2016;6,847445;;0;Sim;Sim
12/05/2016;6,807755;;0,12080347;Sim;Sim
13/05/2016;7,02365;;6,245787907;Sim;Sim
14/05/2016;7,2099125;;1,88134975;Sim;Sim
15/05/2016;7,198175;;0,086517464;Sim;Sim
16/05/2016;7,0402625;;7,28E-05;Sim;Sim
17/05/2016;6,92;;0,000465252;Sim;Sim
18/05/2016;6,868175;;0,015057789;Sim;Sim
19/05/2016;6,82255;;1,276433927;Sim;Sim
20/05/2016;7,25605;;0,659233092;Sim;Sim
21/05/2016;7,653975;;0,003714494;Sim;Sim
22/05/2016;7,239075;;0,001376084;Sim;Sim
23/05/2016;3,694736842;149,7894737;0,056758829;Sim;Não
24/05/2016;3,675;150,9166667;0,131371733;Sim;Não
25/05/2016;3;145,3333333;0,018934719;Sim;Não
26/05/2016;2,866666667;144,0833333;0,027879554;Sim;Não
27/05/2016;2,7;142,5416667;3,61E-05;Sim;Não
28/05/2016;3,470833333;148,6666667;2,07E-05;Sim;Não
29/05/2016;3,4125;149,2916667;0,000465252;Sim;Não
30/05/2016;2,133333333;138,1666667;0;Sim;Não
31/05/2016;3,566666667;148,5416667;0;Sim;Não
01/06/2016;2,783333333;142,5;0,005420552;Sim;Não
02/06/2016;3,1;145,5;9,931415978;Sim;Não
03/06/2016;4,225;154,4583333;5,857832342;Sim;Não
04/06/2016;4,7;158,0416667;0,756888253;Sim;Não
05/06/2016;3,241666667;147,2083333;0,003006876;Sim;Não
06/06/2016;3,85;152,5416667;0;Sim;Não
07/06/2016;3,675;151;0,279945368;Sim;Não
08/06/2016;2,929166667;146,8333333;12,10618537;Sim;Não
09/06/2016;5,241666667;162,5416667;10,35859157;Sim;Não
10/06/2016;6,379166667;170,9583333;0,452699293;Sim;Não
11/06/2016;6,608333333;173,125;0,081365676;Sim;Não
12/06/2016;4,729166667;159;0,022786049;Sim;Não
13/06/2016;4,9375;160,75;0,020386306;Sim;Não
14/06/2016;3,839130435;152,173913;0,009935523;Sim;Não
15/06/2016;3,4;149,4583333;0,011209985;Sim;Não
16/06/2016;4,070833333;153,9583333;0,324148368;Sim;Não
17/06/2016;3,370833333;148,5833333;0,008447532;Sim;Não
18/06/2016;3,218181818;147,1818182;0,001670164;Sim;Não
19/06/2016;7,078725;;0,000578998;Sim;Sim
20/06/2016;7,0088125;;2,47E-05;Sim;Sim
21/06/2016;6,9333625;;0,172360957;Sim;Sim
22/06/2016;6,92;;0,223221682;Sim;Sim
23/06/2016;6,8940875;;0,004241216;Sim;Sim
24/06/2016;6,802175;;0,022744578;Sim;Sim
25/06/2016;6,670175;;0,011773108;Sim;Sim
26/06/2016;6,5813625;;0,398850144;Sim;Sim
27/06/2016;6,568;;1,362350842;Sim;Sim
28/06/2016;6,6111875;;1,468728155;Sim;Sim
29/06/2016;6,937125;;0,034540826;Sim;Sim
30/06/2016;7,2775375;;0,029959442;Sim;Sim
01/07/2016;7,581325;;0,674211323;Sim;Sim
02/07/2016;7,8505;;0,000798921;Sim;Sim
03/07/2016;7,195075;;0,000361862;Sim;Sim
04/07/2016;6,887075;;0,00159426;Sim;Sim
05/07/2016;6,6568125;;0,003420629;Sim;Sim
06/07/2016;6,5813625;;0,002132705;Sim;Sim
07/07/2016;6,5593625;;5,54E-05;Sim;Sim
08/07/2016;1,3;137;2,07E-05;Sim;Não
09/07/2016;3,2;147,8;0;Sim;Não
10/07/2016;2,4;142;7,28E-05;Sim;Não
11/07/2016;3,588235294;150,8823529;7,16E-05;Sim;Não
12/07/2016;3,947058824;153,0588235;0,000132393;Sim;Não
13/07/2016;3,576470588;150,2352941;2,47E-05;Sim;Não
14/07/2016;3,494117647;149,7647059;0,000668609;Sim;Não
15/07/2016;3,558823529;150;0,000843726;Sim;Não
16/07/2016;3,417647059;148,7058824;0,000843911;Sim;Não
17/07/2016;2,752941176;143,8823529;0,001087855;Sim;Não
18/07/2016;1,988235294;139,0588235;0,001339379;Sim;Não
19/07/2016;2,035294118;138,0588235;0,000307257;Sim;Não
20/07/2016;1,970588235;138,8235294;0,000307257;Sim;Não
21/07/2016;2,288235294;140,6470588;0,010573983;Sim;Não
22/07/2016;2,517647059;140,8823529;0,046552556;Sim;Não
23/07/2016;2,623529412;143,2352941;0,024887523;Sim;Não
24/07/2016;3,170588235;147,8823529;0,003227196;Sim;Não
25/07/2016;3,352941176;148,9411765;0,000869668;Sim;Não
26/07/2016;3,911764706;151,3529412;0;Sim;Não
27/07/2016;2,752941176;143,4705882;3,61E-05;Sim;Não
28/07/2016;3,182352941;146,8235294;0;Sim;Não
29/07/2016;3,294117647;147,3529412;0,001704169;Sim;Não
30/07/2016;3,770588235;151,8235294;0,00387718;Sim;Não
31/07/2016;3,452941176;148,0588235;0,116774496;Sim;Não
01/08/2016;3,717647059;151,2352941;0,004754218;Sim;Não
02/08/2016;2,117647059;141,0588235;0,00088666;Sim;Não
03/08/2016;3,176470588;147,3529412;0;Sim;Não
04/08/2016;3,476470588;149,7647059;0,215185572;Sim;Não
05/08/2016;2,258823529;140,4705882;0,036953505;Sim;Não
06/08/2016;3,517647059;149,3529412;0,00056155;Sim;Não
07/08/2016;2,264705882;140,3529412;0;Sim;Não
08/08/2016;2,729411765;143,7647059;3,67E-05;Sim;Não
09/08/2016;1,817647059;136,5882353;0,002397769;Sim;Não
10/08/2016;1,417647059;134,8823529;3,67E-05;Sim;Não
11/08/2016;3,394117647;147,7058824;0,283081102;Sim;Não
12/08/2016;2,729411765;143,2941176;0,004337249;Sim;Não
13/08/2016;2,158823529;138,8823529;0;Sim;Não
14/08/2016;2,864705882;144,5294118;0;Sim;Não
15/08/2016;2,435294118;142,2941176;0,000775928;Sim;Não
16/08/2016;2,911764706;146,6470588;0,849117226;Sim;Não
17/08/2016;2,594117647;143,3529412;0,000500741;Sim;Não
18/08/2016;2,429411765;141,4117647;0;Sim;Não
19/08/2016;1,870588235;137,5882353;0;Sim;Não
20/08/2016;1,811764706;137,2352941;0,000141092;Sim;Não
21/08/2016;2,264705882;140,2941176;0,000211638;Sim;Não
22/08/2016;1,8;136,4705882;0,579532517;Sim;Não
23/08/2016;2,170588235;138,9411765;0,348165218;Sim;Não
24/08/2016;1,894117647;136,8823529;0,014588517;Sim;Não
25/08/2016;2,111764706;139,5294118;0,000625197;Sim;Não
26/08/2016;2,688235294;143,7058824;0,000672873;Sim;Não
27/08/2016;2,135294118;142,1176471;0,013545779;Sim;Não
28/08/2016;1,629411765;137,7058824;0,330248319;Sim;Não
29/08/2016;2,164705882;142;3,62E-05;Sim;Não
30/08/2016;3,029411765;146,4705882;0,003670875;Sim;Não
31/08/2016;1,747058824;137,5294118;0,008108791;Sim;Não
01/09/2016;1,5;135,3529412;0,964815304;Sim;Não
02/09/2016;1,647058824;135,3529412;0,022927044;Sim;Não
03/09/2016;0,988235294;130,5882353;0,001677719;Sim;Não
04/09/2016;2,035294118;138,8823529;0,002034347;Sim;Não
05/09/2016;1,588235294;135,7647059;0,000532393;Sim;Não
06/09/2016;1,141176471;132,4705882;0;Sim;Não
07/09/2016;1,352941176;134,0588235;0;Sim;Não
08/09/2016;1,123529412;132;0;Sim;Não
09/09/2016;1,464705882;135,5294118;0,068719411;Sim;Não
10/09/2016;1,341176471;133,3529412;0,005366878;Sim;Não
11/09/2016;1,741176471;137,4705882;0,026608745;Sim;Não
12/09/2016;1,9;138,2352941;0;Sim;Não
13/09/2016;2,305882353;141,3529412;0;Sim;Não
14/09/2016;1;132;0;Sim;Não
15/09/2016;0,952941176;131,1176471;0;Sim;Não
16/09/2016;1,3;133,7647059;0,001866395;Sim;Não
17/09/2016;1,117647059;131;0,001150933;Sim;Não
18/09/2016;1,558823529;136,2941176;5,43E-05;Sim;Não
19/09/2016;1,017647059;130,8235294;12,52991192;Sim;Não
20/09/2016;2,235294118;141,5294118;18,59253397;Sim;Não
21/09/2016;4,223529412;155,8823529;4,451997321;Sim;Não
22/09/2016;5,488235294;164,5882353;0,092431092;Sim;Não
23/09/2016;3,647058824;157,0588235;5,55E-05;Sim;Não
24/09/2016;3,370588235;156;0;Sim;Não
25/09/2016;2,641176471;150,2352941;0,751698099;Sim;Não
26/09/2016;9,094117647;189,0588235;22,7837001;Sim;Não
27/09/2016;4,847058824;166,1764706;0,402931678;Sim;Não
28/09/2016;3,623529412;157,8235294;0,023740383;Sim;Não
29/09/2016;3;153,1764706;0,021309661;Sim;Não
30/09/2016;2,729411765;150,9411765;1,807981913;Sim;Não
01/10/2016;2,523529412;149,3529412;1,099720177;Sim;Não
02/10/2016;2,9375;152,5;1,784896788;Sim;Não
03/10/2016;3,105882353;153,7058824;0,273230963;Sim;Não
04/10/2016;4,864705882;162,6470588;1,515824077;Sim;Não
05/10/2016;1,858823529;138;14,10341139;Sim;Não
06/10/2016;10,71176471;183,7647059;10,81947567;Sim;Não
07/10/2016;10,24117647;194,1764706;2,767211788;Sim;Não
08/10/2016;3,741176471;152,3529412;5,54E-05;Sim;Não
09/10/2016;8,635294118;174,0588235;0,021758805;Sim;Não
10/10/2016;6,529411765;168,7058824;2,226894677;Sim;Não
11/10/2016;6,311764706;170,5882353;0,474886518;Sim;Não
12/10/2016;2,475;147,0625;0,00114325;Sim;Não
13/10/2016;4,894117647;162,5294118;0,001137405;Sim;Não
14/10/2016;3,0875;147,125;1,87E-05;Sim;Não
15/10/2016;1,688235294;139,1176471;0;Sim;Não
16/10/2016;2,366666667;147,8666667;0,000307921;Sim;Não
17/10/2016;2,323529412;147,5294118;0;Sim;Não
18/10/2016;2,205882353;146,4705882;0;Sim;Não
19/10/2016;3,5375;150,9583333;0;Sim;Não
20/10/2016;1,620833333;139,5416667;0;Sim;Não
21/10/2016;2,020833333;144,875;0,012730441;Sim;Não
22/10/2016;2,104166667;145,625;0,073521097;Sim;Não
23/10/2016;3,041666667;153,125;0,032311213;Sim;Não
24/10/2016;4,520833333;157,7083333;0,002813173;Sim;Não
25/10/2016;3,216666667;146,7916667;0,053976441;Sim;Não
26/10/2016;2,133333333;145,0416667;0,182056093;Sim;Não
27/10/2016;2,425;148,2916667;0,003422965;Sim;Não
28/10/2016;2,791666667;151,25;0,566803335;Sim;Não
29/10/2016;12,44166667;195,4166667;38,39610819;Sim;Não
30/10/2016;19,29166667;227,7916667;3,511458069;Sim;Não
31/10/2016;15,70416667;215,9166667;0,179556785;Sim;Não
01/11/2016;4,608333333;160,0416667;0;Sim;Não
02/11/2016;5,420833333;169,7083333;0,002639292;Sim;Não
03/11/2016;4,283333333;162,625;0,004704694;Sim;Não
04/11/2016;2,804166667;151,625;0,148125613;Sim;Não
05/11/2016;4,958333333;166,5833333;3,349111251;Sim;Não
06/11/2016;6,254166667;168,5;0,002642722;Sim;Não
07/11/2016;4,620833333;164,6666667;0,996541929;Sim;Não
08/11/2016;6,0625;173,375;23,68791595;Sim;Não
09/11/2016;16,7375;216,2083333;8,528634093;Sim;Não
10/11/2016;14,3625;210,875;0,12587386;Sim;Não
11/11/2016;9,0625;186,625;0,01208118;Sim;Não
12/11/2016;3,708333333;155,875;0,753874212;Sim;Não
13/11/2016;19,62916667;226,9166667;53,83025049;Sim;Não
14/11/2016;29,13333333;254,8333333;10,93367022;Sim;Não
15/11/2016;43,86956522;296,173913;4,757478103;Sim;Não
16/11/2016;97,109175;;1,462228766;Sim;Sim
17/11/2016;66,1375;;0,55213796;Sim;Sim
18/11/2016;37,59145;;3,155337882;Sim;Sim
19/11/2016;46,4;301,9;11,34325701;Sim;Não
20/11/2016;33,1375;269,125;0,388162233;Sim;Não
21/11/2016;17,44166667;221,3333333;0,117448756;Sim;Não
22/11/2016;11,95416667;195,7916667;0,310865917;Sim;Não
23/11/2016;36,075;275,6666667;6,966179876;Sim;Não
24/11/2016;47,7625;304,9583333;0,605751998;Sim;Não
25/11/2016;36,94583333;279;2,435633713;Sim;Não
26/11/2016;28,5;256,4583333;0,01435785;Sim;Não
27/11/2016;19,0375;218,75;0,002749917;Sim;Não
28/11/2016;15,24583333;214,1666667;0,001096494;Sim;Não
29/11/2016;12,6625;204,75;0,187360555;Sim;Não
30/11/2016;41,31428571;388,0833333;5,882244813;Sim;Não
01/12/2016;66,64761905;350,2916667;2,186243748;Sim;Não
02/12/2016;39,32916667;285;0,01121052;Sim;Não
03/12/2016;27,95833333;255,625;0,002119283;Sim;Não
04/12/2016;23,12916667;239,4166667;2,059739164;Sim;Não
05/12/2016;69,14347826;347,4166667;11,73956234;Sim;Não
06/12/2016;62,12916667;334,2916667;4,670777564;Sim;Não
07/12/2016;38,60833333;283,25;1,126964098;Sim;Não
08/12/2016;29,55416667;260,0416667;0,021648051;Sim;Não
09/12/2016;33,12173913;273,4166667;0,917873796;Sim;Não
10/12/2016;77,05555556;405,9166667;131,3164323;Sim;Não
11/12/2016;74,43333333;357,5416667;5,187303799;Sim;Não
12/12/2016;88,35714286;400,9583333;22,26933039;Sim;Não
13/12/2016;62,6375;335,2083333;4,770451652;Sim;Não
14/12/2016;49,8;309,0833333;10,63683664;Sim;Não
15/12/2016;74,5;383;733,1395411;Sim;Não
16/12/2016;95,325;426,5333333;2,273225633;Sim;Não
17/12/2016;83,36666667;373,8333333;0,900443399;Sim;Não
18/12/2016;77,77916667;363,6666667;2,793454708;Sim;Não
19/12/2016;79,05263158;374,75;3,145445668;Sim;Não
20/12/2016;63,87916667;338,125;0,579445603;Sim;Não
21/12/2016;51,64583333;313,25;7,303689428;Sim;Não
22/12/2016;43,91666667;296,25;13,13800174;Sim;Não
23/12/2016;37,77083333;281,5416667;4,990959536;Sim;Não
24/12/2016;33,44583333;270,375;6,559624063;Sim;Não
25/12/2016;41,00416667;288,625;10,31765294;Sim;Não
26/12/2016;45,90416667;299,7916667;13,42029173;Sim;Não
27/12/2016;32,72083333;268,375;4,936412493;Sim;Não
