data;vazao;nivel;chuva;Interpolado chuva;Interpolado vazao
28/06/2002;4,668880233;;0,025222304;Sim;Sim
29/06/2002;4,642619488;;7,942766559;Sim;Sim
30/06/2002;4,668880233;;0,085968103;Sim;Sim
01/07/2002;4,668880233;;0;Sim;Sim
02/07/2002;4,642619488;;0;Sim;Sim
03/07/2002;4,629587676;;1,874427996;Sim;Sim
04/07/2002;4,642619488;;1,314167639;Sim;Sim
05/07/2002;4,629587676;;2,160241935;Sim;Sim
06/07/2002;4,629587676;;0;Sim;Sim
07/07/2002;4,629587676;;0;Sim;Sim
08/07/2002;4,61662157;;0;Sim;Sim
09/07/2002;4,629587676;;2,202614221;Sim;Sim
10/07/2002;4,642619488;;0,019273572;Sim;Sim
11/07/2002;4,629587676;;0;Sim;Sim
12/07/2002;4,61662157;;0,007460733;Sim;Sim
13/07/2002;4,61662157;;0;Sim;Sim
14/07/2002;4,61662157;;4,178545479;Sim;Sim
15/07/2002;4,61662157;;0,299677078;Sim;Sim
16/07/2002;4,603721171;;0,014921466;Sim;Sim
17/07/2002;4,61662157;;0,428994546;Sim;Sim
18/07/2002;4,655717008;;6,588946712;Sim;Sim
19/07/2002;4,603721171;;0,411484477;Sim;Sim
20/07/2002;4,61662157;;0,002486911;Sim;Sim
21/07/2002;4,61662157;;0;Sim;Sim
22/07/2002;4,61662157;;0,02546481;Sim;Sim
23/07/2002;4,629587676;;0,11083093;Sim;Sim
24/07/2002;4,642619488;;0,401982328;Sim;Sim
25/07/2002;4,61662157;;0;Sim;Sim
26/07/2002;4,61662157;;0;Sim;Sim
27/07/2002;4,61662157;;0;Sim;Sim
28/07/2002;4,603721171;;0,038426961;Sim;Sim
29/07/2002;4,603721171;;0,039333655;Sim;Sim
30/07/2002;4,590897429;;0,073882028;Sim;Sim
31/07/2002;4,590897429;;0;Sim;Sim
01/08/2002;4,590897429;;0;Sim;Sim
02/08/2002;4,590897429;;0;Sim;Sim
03/08/2002;4,590897429;;0;Sim;Sim
04/08/2002;4,590897429;;0;Sim;Sim
05/08/2002;4,590897429;;0;Sim;Sim
06/08/2002;4,578128443;;0,183168515;Sim;Sim
07/08/2002;4,565447066;;0;Sim;Sim
08/08/2002;4,565447066;;0;Sim;Sim
09/08/2002;4,565447066;;0;Sim;Sim
10/08/2002;4,565447066;;0;Sim;Sim
11/08/2002;4,565447066;;0;Sim;Sim
12/08/2002;4,552820444;;0;Sim;Sim
13/08/2002;4,565447066;;0;Sim;Sim
14/08/2002;4,565447066;;0;Sim;Sim
15/08/2002;4,552820444;;0;Sim;Sim
16/08/2002;4,552820444;;0;Sim;Sim
17/08/2002;4,565447066;;0,320679262;Sim;Sim
18/08/2002;4,578128443;;0;Sim;Sim
19/08/2002;4,590897429;;0,304109413;Sim;Sim
20/08/2002;4,642619488;;1,69956003;Sim;Sim
21/08/2002;4,590897429;;0,007520734;Sim;Sim
22/08/2002;4,565447066;;0,00718836;Sim;Sim
23/08/2002;4,565447066;;0;Sim;Sim
24/08/2002;4,552820444;;0;Sim;Sim
25/08/2002;4,540281431;;0,279820578;Sim;Sim
26/08/2002;4,540281431;;0,088501304;Sim;Sim
27/08/2002;4,540281431;;0;Sim;Sim
28/08/2002;4,540281431;;0;Sim;Sim
29/08/2002;4,540281431;;0,241070878;Sim;Sim
30/08/2002;4,565447066;;2,20557619;Sim;Sim
31/08/2002;4,565447066;;0;Sim;Sim
01/09/2002;4,565447066;;0,379520763;Sim;Sim
02/09/2002;5,407356913;;18,54919863;Sim;Sim
03/09/2002;4,973134728;;0,207676093;Sim;Sim
04/09/2002;4,61662157;;0;Sim;Sim
05/09/2002;4,590897429;;0,007460733;Sim;Sim
06/09/2002;4,565447066;;0;Sim;Sim
07/09/2002;4,565447066;;0;Sim;Sim
08/09/2002;4,590897429;;21,06551822;Sim;Sim
09/09/2002;4,565447066;;1,363727004;Sim;Sim
10/09/2002;4,565447066;;0,075595196;Sim;Sim
11/09/2002;4,552820444;;0,388586931;Sim;Sim
12/09/2002;4,552820444;;0,358676986;Sim;Sim
13/09/2002;4,540281431;;0;Sim;Sim
14/09/2002;4,540281431;;0;Sim;Sim
15/09/2002;4,527808125;;0;Sim;Sim
16/09/2002;4,515411476;;0;Sim;Sim
17/09/2002;4,515411476;;0;Sim;Sim
18/09/2002;4,515411476;;0;Sim;Sim
19/09/2002;4,515411476;;0;Sim;Sim
20/09/2002;4,515411476;;0;Sim;Sim
21/09/2002;4,540281431;;0;Sim;Sim
22/09/2002;4,629587676;;7,696931059;Sim;Sim
23/09/2002;5,211463583;;17,7308871;Sim;Sim
24/09/2002;6,030069483;;27,77909963;Sim;Sim
25/09/2002;5,164417644;;17,03636847;Sim;Sim
26/09/2002;4,987568282;;6,873962544;Sim;Sim
27/09/2002;4,695403805;;0;Sim;Sim
28/09/2002;4,642619488;;0;Sim;Sim
29/09/2002;4,590897429;;0;Sim;Sim
30/09/2002;4,578128443;;0;Sim;Sim
01/10/2002;4,565447066;;0;Sim;Sim
02/10/2002;5,276031286;;18,7112452;Sim;Sim
03/10/2002;4,790097993;;0,143919462;Sim;Sim
04/10/2002;4,61662157;;0;Sim;Sim
05/10/2002;4,565447066;;0;Sim;Sim
06/10/2002;4,565447066;;0;Sim;Sim
07/10/2002;4,540281431;;0,061839499;Sim;Sim
08/10/2002;4,527808125;;0;Sim;Sim
09/10/2002;4,527808125;;0;Sim;Sim
10/10/2002;4,515411476;;0;Sim;Sim
11/10/2002;4,515411476;;0;Sim;Sim
12/10/2002;4,503091485;;0;Sim;Sim
13/10/2002;4,490859103;;0;Sim;Sim
14/10/2002;4,490859103;;0;Sim;Sim
15/10/2002;4,478703379;;0;Sim;Sim
16/10/2002;4,478703379;;0;Sim;Sim
17/10/2002;4,478703379;;0;Sim;Sim
18/10/2002;4,466624312;;0;Sim;Sim
19/10/2002;4,466624312;;0;Sim;Sim
20/10/2002;4,466624312;;0;Sim;Sim
21/10/2002;4,466624312;;0,027942012;Sim;Sim
22/10/2002;4,478703379;;0;Sim;Sim
23/10/2002;4,887562809;;30,46904485;Sim;Sim
24/10/2002;4,603721171;;1,541334363;Sim;Sim
25/10/2002;4,540281431;;0,133383583;Sim;Sim
26/10/2002;4,527808125;;0;Sim;Sim
27/10/2002;4,515411476;;0,002973141;Sim;Sim
28/10/2002;4,540281431;;0,001069963;Sim;Sim
29/10/2002;4,503091485;;0;Sim;Sim
30/10/2002;4,503091485;;0;Sim;Sim
31/10/2002;4,74916277;;3,129818223;Sim;Sim
01/11/2002;5,524511813;;41,97745636;Sim;Sim
02/11/2002;5,660831143;;5,223350618;Sim;Sim
03/11/2002;4,776398163;;0,052318615;Sim;Sim
04/11/2002;4,642619488;;0;Sim;Sim
05/11/2002;4,590897429;;0;Sim;Sim
06/11/2002;5,47404913;;48,9160296;Sim;Sim
07/11/2002;6,321489285;;26,63868995;Sim;Sim
08/11/2002;4,973134728;;5,30567116;Sim;Sim
09/11/2002;4,776398163;;0;Sim;Sim
10/11/2002;4,668880233;;0;Sim;Sim
11/11/2002;4,642619488;;0;Sim;Sim
12/11/2002;4,642619488;;0,478190955;Sim;Sim
13/11/2002;4,74916277;;11,37473037;Sim;Sim
14/11/2002;4,642619488;;0,676731682;Sim;Sim
15/11/2002;4,61662157;;0;Sim;Sim
16/11/2002;4,603721171;;0;Sim;Sim
17/11/2002;4,655717008;;10,93201199;Sim;Sim
18/11/2002;4,655717008;;0,006419779;Sim;Sim
19/11/2002;4,603721171;;0,902980571;Sim;Sim
20/11/2002;5,149436535;;19,77784283;Sim;Sim
21/11/2002;4,81767287;;0;Sim;Sim
22/11/2002;4,642619488;;0,021666797;Sim;Sim
23/11/2002;4,61662157;;11,92426472;Sim;Sim
24/11/2002;4,845466769;;7,971381642;Sim;Sim
25/11/2002;5,626521338;;7,356006364;Sim;Sim
26/11/2002;4,695403805;;0,151277767;Sim;Sim
27/11/2002;4,668880233;;0;Sim;Sim
28/11/2002;4,642619488;;0;Sim;Sim
29/11/2002;4,590897429;;0;Sim;Sim
30/11/2002;4,590897429;;0;Sim;Sim
01/12/2002;4,565447066;;0;Sim;Sim
02/12/2002;4,540281431;;0;Sim;Sim
03/12/2002;4,540281431;;0,738437416;Sim;Sim
04/12/2002;4,735627206;;0,155144657;Sim;Sim
05/12/2002;4,668880233;;1,135670554;Sim;Sim
06/12/2002;4,603721171;;0,068762621;Sim;Sim
07/12/2002;5,817136236;;25,68228358;Sim;Sim
08/12/2002;4,915882362;;5,30919171;Sim;Sim
09/12/2002;4,845466769;;6,861604909;Sim;Sim
10/12/2002;5,243659826;;18,80701999;Sim;Sim
11/12/2002;6,377033279;;27,22920447;Sim;Sim
12/12/2002;6,321489285;;24,4356952;Sim;Sim
13/12/2002;6,511129536;;12,18346442;Sim;Sim
14/12/2002;6,120240865;;3,7539874;Sim;Sim
15/12/2002;5,712597007;;11,66319756;Sim;Sim
16/12/2002;6,211244531;;8,836918521;Sim;Sim
17/12/2002;5,922967696;;2,58891347;Sim;Sim
18/12/2002;5,243659826;;8,924889392;Sim;Sim
19/12/2002;5,609415715;;0,650472567;Sim;Sim
20/12/2002;5,149436535;;0;Sim;Sim
21/12/2002;5,00204564;;0;Sim;Sim
22/12/2002;6,174744505;;18,99319679;Sim;Sim
23/12/2002;5,852267375;;1,549024858;Sim;Sim
24/12/2002;5,089939193;;0;Sim;Sim
25/12/2002;5,782136511;;20,75440574;Sim;Sim
26/12/2002;6,24786502;;44,56659294;Sim;Sim
27/12/2002;5,507647114;;6,497483877;Sim;Sim
28/12/2002;5,149436535;;0,657039732;Sim;Sim
29/12/2002;5,149436535;;10,52887402;Sim;Sim
30/12/2002;5,341343664;;1,237902387;Sim;Sim
31/12/2002;5,243659826;;1,613055302;Sim;Sim
01/01/2003;5,817136236;;18,44040651;Sim;Sim
02/01/2003;7,509256867;;23,46713224;Sim;Sim
03/01/2003;8,573561715;;27,78101881;Sim;Sim
04/01/2003;6,876294065;;7,425935082;Sim;Sim
05/01/2003;8,352239923;;13,872836;Sim;Sim
06/01/2003;7,358952979;;3,525131369;Sim;Sim
07/01/2003;10,45614393;;51,93095293;Sim;Sim
08/01/2003;10,11011098;;34,38703323;Sim;Sim
09/01/2003;7,433792817;;1,490258251;Sim;Sim
10/01/2003;6,414223225;;0;Sim;Sim
11/01/2003;6,432851051;;22,41770149;Sim;Sim
12/01/2003;6,138375892;;3,303976078;Sim;Sim
13/01/2003;7,534553915;;10,52260664;Sim;Sim
14/01/2003;7,162457338;;8,802414596;Sim;Sim
15/01/2003;10,80926225;;43,86225886;Sim;Sim
16/01/2003;15,21281027;;39,23507544;Sim;Sim
17/01/2003;11,91011092;;5,738254592;Sim;Sim
18/01/2003;9,144738394;;16,40813451;Sim;Sim
19/01/2003;7,922168206;;14,10115152;Sim;Sim
20/01/2003;8,028098225;;7,063599675;Sim;Sim
21/01/2003;6,876294065;;0,10840866;Sim;Sim
22/01/2003;6,511129536;;0,013016046;Sim;Sim
23/01/2003;6,395617301;;0,178194772;Sim;Sim
24/01/2003;6,156543772;;0;Sim;Sim
25/01/2003;6,030069483;;0,006270698;Sim;Sim
26/01/2003;6,303036676;;0,267384653;Sim;Sim
27/01/2003;5,922967696;;1,793258489;Sim;Sim
28/01/2003;5,817136236;;0;Sim;Sim
29/01/2003;5,782136511;;0,019524069;Sim;Sim
30/01/2003;5,852267375;;25,69984876;Sim;Sim
31/01/2003;5,695305215;;1,622443193;Sim;Sim
01/02/2003;5,592353896;;0,110859074;Sim;Sim
02/02/2003;5,592353896;;2,054630959;Sim;Sim
03/02/2003;5,541409365;;5,956458835;Sim;Sim
04/02/2003;5,490837171;;0,058010466;Sim;Sim
05/02/2003;5,407356913;;0;Sim;Sim
06/02/2003;5,341343664;;0,043333593;Sim;Sim
07/02/2003;5,308599866;;0;Sim;Sim
08/02/2003;5,276031286;;0;Sim;Sim
09/02/2003;5,276031286;;0;Sim;Sim
10/02/2003;5,243659826;;0;Sim;Sim
11/02/2003;5,227528851;;0,110188309;Sim;Sim
12/02/2003;5,211463583;;0,087385159;Sim;Sim
13/02/2003;5,179453509;;0;Sim;Sim
14/02/2003;5,149436535;;0;Sim;Sim
15/02/2003;5,134499231;;0;Sim;Sim
16/02/2003;5,11959478;;0;Sim;Sim
17/02/2003;5,11959478;;0;Sim;Sim
18/02/2003;5,440615413;;6,453752563;Sim;Sim
19/02/2003;5,164417644;;0,754440269;Sim;Sim
20/02/2003;5,195431168;;3,298524098;Sim;Sim
21/02/2003;5,134499231;;0,029286103;Sim;Sim
22/02/2003;5,075177106;;0;Sim;Sim
23/02/2003;5,060458823;;0;Sim;Sim
24/02/2003;5,075177106;;0;Sim;Sim
25/02/2003;5,045784345;;0,536144714;Sim;Sim
26/02/2003;5,060458823;;0,056244584;Sim;Sim
27/02/2003;5,031164623;;0;Sim;Sim
28/02/2003;5,00204564;;0;Sim;Sim
01/03/2003;5,060458823;;0,838333928;Sim;Sim
02/03/2003;5,00204564;;0,481593701;Sim;Sim
03/03/2003;4,973134728;;0;Sim;Sim
04/03/2003;4,958744979;;4,611055139;Sim;Sim
05/03/2003;5,016577754;;0,965561629;Sim;Sim
06/03/2003;5,149436535;;2,469483279;Sim;Sim
07/03/2003;4,973134728;;0;Sim;Sim
08/03/2003;4,973134728;;4,012569062;Sim;Sim
09/03/2003;4,958744979;;0;Sim;Sim
10/03/2003;4,944409985;;0;Sim;Sim
11/03/2003;4,930118796;;0,034727314;Sim;Sim
12/03/2003;4,915882362;;0;Sim;Sim
13/03/2003;4,915882362;;0;Sim;Sim
14/03/2003;4,973134728;;2,290615322;Sim;Sim
15/03/2003;5,031164623;;3,274887942;Sim;Sim
16/03/2003;5,11959478;;16,50232724;Sim;Sim
17/03/2003;4,973134728;;0,123995141;Sim;Sim
18/03/2003;5,440615413;;40,07681145;Sim;Sim
19/03/2003;5,016577754;;1,134788287;Sim;Sim
20/03/2003;4,973134728;;0,151102462;Sim;Sim
21/03/2003;4,944409985;;0,083056053;Sim;Sim
22/03/2003;4,915882362;;0;Sim;Sim
23/03/2003;4,930118796;;5,42253813;Sim;Sim
24/03/2003;5,089939193;;6,053123245;Sim;Sim
25/03/2003;4,958744979;;0,175415334;Sim;Sim
26/03/2003;4,915882362;;0,036410483;Sim;Sim
27/03/2003;4,915882362;;0,078808459;Sim;Sim
28/03/2003;4,901700683;;0,117559907;Sim;Sim
29/03/2003;4,887562809;;0,218510424;Sim;Sim
30/03/2003;4,887562809;;0,215949078;Sim;Sim
31/03/2003;4,859451328;;0;Sim;Sim
01/04/2003;4,859451328;;0;Sim;Sim
02/04/2003;4,859451328;;0;Sim;Sim
03/04/2003;4,845466769;;0;Sim;Sim
04/04/2003;4,831547917;;0,123642229;Sim;Sim
05/04/2003;4,845466769;;0;Sim;Sim
06/04/2003;4,831547917;;0;Sim;Sim
07/04/2003;4,930118796;;16,7002425;Sim;Sim
08/04/2003;4,901700683;;2,694818214;Sim;Sim
09/04/2003;4,859451328;;0,186673954;Sim;Sim
10/04/2003;4,831547917;;0;Sim;Sim
11/04/2003;4,81767287;;0,110626044;Sim;Sim
12/04/2003;4,845466769;;0,405817126;Sim;Sim
13/04/2003;5,211463583;;38,57665966;Sim;Sim
14/04/2003;4,901700683;;10,63641155;Sim;Sim
15/04/2003;4,859451328;;0,365770341;Sim;Sim
16/04/2003;4,845466769;;0,001069963;Sim;Sim
17/04/2003;4,831547917;;0;Sim;Sim
18/04/2003;4,81767287;;0;Sim;Sim
19/04/2003;4,803863529;;0;Sim;Sim
20/04/2003;4,803863529;;0;Sim;Sim
21/04/2003;4,81767287;;1,631503062;Sim;Sim
22/04/2003;4,887562809;;2,029801613;Sim;Sim
23/04/2003;4,831547917;;0,217838226;Sim;Sim
24/04/2003;4,81767287;;7,130475663;Sim;Sim
25/04/2003;4,831547917;;2,89627344;Sim;Sim
26/04/2003;4,803863529;;0;Sim;Sim
27/04/2003;4,803863529;;0;Sim;Sim
28/04/2003;4,776398163;;0;Sim;Sim
29/04/2003;4,776398163;;0;Sim;Sim
30/04/2003;4,762753088;;0;Sim;Sim
01/05/2003;4,762753088;;0;Sim;Sim
02/05/2003;4,74916277;;0;Sim;Sim
03/05/2003;4,762753088;;5,603300979;Sim;Sim
04/05/2003;4,74916277;;1,491171417;Sim;Sim
05/05/2003;4,74916277;;0;Sim;Sim
06/05/2003;4,762753088;;0;Sim;Sim
07/05/2003;4,776398163;;4,261264689;Sim;Sim
08/05/2003;4,762753088;;0;Sim;Sim
09/05/2003;4,74916277;;0;Sim;Sim
10/05/2003;4,735627206;;0;Sim;Sim
11/05/2003;4,74916277;;1,557150215;Sim;Sim
12/05/2003;4,74916277;;1,637404988;Sim;Sim
13/05/2003;4,762753088;;0,372709664;Sim;Sim
14/05/2003;4,74916277;;0,229032642;Sim;Sim
15/05/2003;4,762753088;;1,701708541;Sim;Sim
16/05/2003;4,776398163;;0,587982177;Sim;Sim
17/05/2003;4,776398163;;1,087416496;Sim;Sim
18/05/2003;4,74916277;;0;Sim;Sim
19/05/2003;4,74916277;;0;Sim;Sim
20/05/2003;4,74916277;;0,053078672;Sim;Sim
21/05/2003;4,735627206;;0,766749798;Sim;Sim
22/05/2003;4,72215735;;0;Sim;Sim
23/05/2003;4,72215735;;0;Sim;Sim
24/05/2003;4,72215735;;0;Sim;Sim
25/05/2003;4,72215735;;0;Sim;Sim
26/05/2003;4,708753199;;0;Sim;Sim
27/05/2003;4,695403805;;0;Sim;Sim
28/05/2003;4,695403805;;0;Sim;Sim
29/05/2003;4,682109166;;0,007222266;Sim;Sim
30/05/2003;4,682109166;;0;Sim;Sim
31/05/2003;4,695403805;;0,009629668;Sim;Sim
01/06/2003;4,695403805;;0;Sim;Sim
02/06/2003;4,708753199;;0;Sim;Sim
03/06/2003;4,708753199;;0;Sim;Sim
04/06/2003;4,695403805;;0;Sim;Sim
05/06/2003;4,695403805;;0;Sim;Sim
06/06/2003;4,682109166;;0;Sim;Sim
07/06/2003;4,682109166;;0;Sim;Sim
08/06/2003;4,668880233;;0;Sim;Sim
09/06/2003;4,682109166;;0;Sim;Sim
10/06/2003;4,682109166;;0,086896633;Sim;Sim
11/06/2003;4,668880233;;0;Sim;Sim
